id,title,genres,overview,cast,director,runtime,language,rating
3920,"Faraway, So Close (In weiter Ferne, so nah!)",Drama|Fantasy|Mystery|Romance,"A Drama, Fantasy, Mystery, Romance movie titled Faraway, So Close (In weiter Ferne, so nah!).",,,,,
3922,Bikini Beach,Comedy,A Comedy movie titled Bikini Beach.,,,,,
3925,Stranger Than Paradise,Comedy|Drama,"A Comedy, Drama movie titled Stranger Than Paradise.",,,,,
3926,Voyage to the Bottom of the Sea,Adventure|Sci-Fi,"A Adventure, Sci-Fi movie titled Voyage to the Bottom of the Sea.",,,,,
3927,Fantastic Voyage,Adventure|Sci-Fi,"A Adventure, Sci-Fi movie titled Fantastic Voyage.",,,,,
3928,Abbott and Costello Meet Frankenstein,Comedy|Horror,"A Comedy, Horror movie titled Abbott and Costello Meet Frankenstein.",,,,,
3929,"Bank Dick, The",Comedy,"A Comedy movie titled Bank Dick, The.",,,,,
3930,"Creature from the Black Lagoon, The",Adventure|Horror|Sci-Fi,"A Adventure, Horror, Sci-Fi movie titled Creature from the Black Lagoon, The.",,,,,
3932,"Invisible Man, The",Horror|Sci-Fi,"A Horror, Sci-Fi movie titled Invisible Man, The.",,,,,
3933,"Killer Shrews, The",Horror|Sci-Fi,"A Horror, Sci-Fi movie titled Killer Shrews, The.",,,,,
3937,Runaway,Sci-Fi|Thriller,"A Sci-Fi, Thriller movie titled Runaway.",,,,,
3938,"Slumber Party Massacre, The",Horror,"A Horror movie titled Slumber Party Massacre, The.",,,,,
3939,Slumber Party Massacre II,Horror,A Horror movie titled Slumber Party Massacre II.,,,,,
3940,Slumber Party Massacre III,Horror,A Horror movie titled Slumber Party Massacre III.,,,,,
3941,Sorority House Massacre,Horror,A Horror movie titled Sorority House Massacre.,,,,,
3942,Sorority House Massacre II,Horror,A Horror movie titled Sorority House Massacre II.,,,,,
3943,Bamboozled,Comedy,A Comedy movie titled Bamboozled.,,,,,
3945,Digimon: The Movie,Adventure|Animation|Children,"A Adventure, Animation, Children movie titled Digimon: The Movie.",,,,,
3946,Get Carter,Action|Drama|Thriller,"A Action, Drama, Thriller movie titled Get Carter.",,,,,
3947,Get Carter,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Get Carter.",,,,,
3948,Meet the Parents,Comedy,A Comedy movie titled Meet the Parents.,,,,,
3949,Requiem for a Dream,Drama,A Drama movie titled Requiem for a Dream.,,,,,
3950,Tigerland,Drama,A Drama movie titled Tigerland.,,,,,
3951,Two Family House,Drama,A Drama movie titled Two Family House.,,,,,
3952,"Contender, The",Drama|Thriller,"A Drama, Thriller movie titled Contender, The.",,,,,
3953,Dr. T and the Women,Comedy|Romance,"A Comedy, Romance movie titled Dr. T and the Women.",,,,,
3955,"Ladies Man, The",Comedy,"A Comedy movie titled Ladies Man, The.",,,,,
3957,Billy Jack,Action|Drama,"A Action, Drama movie titled Billy Jack.",,,,,
3958,Billy Jack Goes to Washington,Drama,A Drama movie titled Billy Jack Goes to Washington.,,,,,
3959,"Time Machine, The",Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Time Machine, The.",,,,,
3962,Ghoulies II,Comedy|Horror,"A Comedy, Horror movie titled Ghoulies II.",,,,,
3963,"Unsinkable Molly Brown, The",Musical,"A Musical movie titled Unsinkable Molly Brown, The.",,,,,
3964,"Adventures of Ichabod and Mr. Toad, The",Animation|Children,"A Animation, Children movie titled Adventures of Ichabod and Mr. Toad, The.",,,,,
3965,"Strange Love of Martha Ivers, The",Drama|Film-Noir,"A Drama, Film-Noir movie titled Strange Love of Martha Ivers, The.",,,,,
3966,Detour,Crime|Film-Noir,"A Crime, Film-Noir movie titled Detour.",,,,,
3967,Billy Elliot,Drama,A Drama movie titled Billy Elliot.,,,,,
3968,Bedazzled,Comedy,A Comedy movie titled Bedazzled.,,,,,
3969,Pay It Forward,Drama,A Drama movie titled Pay It Forward.,,,,,
3971,"Private Eyes, The",Comedy|Mystery,"A Comedy, Mystery movie titled Private Eyes, The.",,,,,
3972,"Legend of Drunken Master, The (Jui kuen II)",Action|Comedy,"A Action, Comedy movie titled Legend of Drunken Master, The (Jui kuen II).",,,,,
3973,Book of Shadows: Blair Witch 2,Crime|Horror|Mystery|Thriller,"A Crime, Horror, Mystery, Thriller movie titled Book of Shadows: Blair Witch 2.",,,,,
3974,"Little Vampire, The",Adventure|Children,"A Adventure, Children movie titled Little Vampire, The.",,,,,
3977,Charlie's Angels,Action|Comedy,"A Action, Comedy movie titled Charlie's Angels.",,,,,
3978,"Legend of Bagger Vance, The",Drama|Romance,"A Drama, Romance movie titled Legend of Bagger Vance, The.",,,,,
3979,Little Nicky,Comedy,A Comedy movie titled Little Nicky.,,,,,
3980,Men of Honor,Drama,A Drama movie titled Men of Honor.,,,,,
3981,Red Planet,Action|Sci-Fi|Thriller,"A Action, Sci-Fi, Thriller movie titled Red Planet.",,,,,
3983,You Can Count on Me,Drama|Romance,"A Drama, Romance movie titled You Can Count on Me.",,,,,
3984,Diamonds Are Forever,Action|Adventure|Thriller,"A Action, Adventure, Thriller movie titled Diamonds Are Forever.",,,,,
3985,"Eagle Has Landed, The",Drama|War,"A Drama, War movie titled Eagle Has Landed, The.",,,,,
3986,"6th Day, The",Action|Sci-Fi|Thriller,"A Action, Sci-Fi, Thriller movie titled 6th Day, The.",,,,,
3987,Bounce,Drama|Romance,"A Drama, Romance movie titled Bounce.",,,,,
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),Children|Comedy|Fantasy,"A Children, Comedy, Fantasy movie titled How the Grinch Stole Christmas (a.k.a. The Grinch).",,,,,
3989,One Day in September,Documentary,A Documentary movie titled One Day in September.,,,,,
3990,Rugrats in Paris: The Movie,Animation|Children|Comedy,"A Animation, Children, Comedy movie titled Rugrats in Paris: The Movie.",,,,,
3991,102 Dalmatians,Children|Comedy,"A Children, Comedy movie titled 102 Dalmatians.",,,,,
3992,Malèna,Drama|Romance|War,"A Drama, Romance, War movie titled Malèna.",,,,,
3993,Quills,Drama|Romance,"A Drama, Romance movie titled Quills.",,,,,
3994,Unbreakable,Drama|Sci-Fi,"A Drama, Sci-Fi movie titled Unbreakable.",,,,,
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Action|Drama|Romance,"A Action, Drama, Romance movie titled Crouching Tiger, Hidden Dragon (Wo hu cang long).",,,,,
3997,Dungeons & Dragons,Action|Adventure|Comedy|Fantasy,"A Action, Adventure, Comedy, Fantasy movie titled Dungeons & Dragons.",,,,,
3998,Proof of Life,Drama,A Drama movie titled Proof of Life.,,,,,
3999,Vertical Limit,Action|Adventure,"A Action, Adventure movie titled Vertical Limit.",,,,,
4000,"Bounty, The",Adventure|Drama,"A Adventure, Drama movie titled Bounty, The.",,,,,
4002,"Planes, Trains & Automobiles",Comedy,"A Comedy movie titled Planes, Trains & Automobiles.",,,,,
4003,She's Having a Baby,Comedy,A Comedy movie titled She's Having a Baby.,,,,,
4005,"Living Daylights, The",Action|Adventure|Thriller,"A Action, Adventure, Thriller movie titled Living Daylights, The.",,,,,
4006,Transformers: The Movie,Adventure|Animation|Children|Sci-Fi,"A Adventure, Animation, Children, Sci-Fi movie titled Transformers: The Movie.",,,,,
4007,Wall Street,Drama,A Drama movie titled Wall Street.,,,,,
4008,Born on the Fourth of July,Drama|War,"A Drama, War movie titled Born on the Fourth of July.",,,,,
4009,Talk Radio,Drama,A Drama movie titled Talk Radio.,,,,,
4010,Brewster's Millions,Comedy,A Comedy movie titled Brewster's Millions.,,,,,
4011,Snatch,Comedy|Crime|Thriller,"A Comedy, Crime, Thriller movie titled Snatch.",,,,,
4012,Punchline,Comedy|Drama,"A Comedy, Drama movie titled Punchline.",,,,,
4014,Chocolat,Drama|Romance,"A Drama, Romance movie titled Chocolat.",,,,,
4015,"Dude, Where's My Car?",Comedy|Sci-Fi,"A Comedy, Sci-Fi movie titled Dude, Where's My Car?.",,,,,
4016,"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy,"A Adventure, Animation, Children, Comedy, Fantasy movie titled Emperor's New Groove, The.",,,,,
4017,Pollock,Drama,A Drama movie titled Pollock.,,,,,
4018,What Women Want,Comedy|Romance,"A Comedy, Romance movie titled What Women Want.",,,,,
4019,Finding Forrester,Drama,A Drama movie titled Finding Forrester.,,,,,
4020,"Gift, The",Thriller,"A Thriller movie titled Gift, The.",,,,,
4021,Before Night Falls,Drama,A Drama movie titled Before Night Falls.,,,,,
4022,Cast Away,Drama,A Drama movie titled Cast Away.,,,,,
4023,"Family Man, The",Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Family Man, The.",,,,,
4024,"House of Mirth, The",Romance,"A Romance movie titled House of Mirth, The.",,,,,
4025,Miss Congeniality,Comedy|Crime,"A Comedy, Crime movie titled Miss Congeniality.",,,,,
4027,"O Brother, Where Art Thou?",Adventure|Comedy|Crime,"A Adventure, Comedy, Crime movie titled O Brother, Where Art Thou?.",,,,,
4029,State and Main,Comedy|Drama,"A Comedy, Drama movie titled State and Main.",,,,,
4030,Dracula 2000,Horror,A Horror movie titled Dracula 2000.,,,,,
4031,All the Pretty Horses,Drama|Romance|Western,"A Drama, Romance, Western movie titled All the Pretty Horses.",,,,,
4032,"Everlasting Piece, An",Comedy,"A Comedy movie titled Everlasting Piece, An.",,,,,
4033,Thirteen Days,Drama|Thriller|War,"A Drama, Thriller, War movie titled Thirteen Days.",,,,,
4034,Traffic,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Traffic.",,,,,
4035,"Claim, The",Romance|Western,"A Romance, Western movie titled Claim, The.",,,,,
4036,Shadow of the Vampire,Drama|Horror,"A Drama, Horror movie titled Shadow of the Vampire.",,,,,
4037,House of Games,Crime|Film-Noir|Mystery|Thriller,"A Crime, Film-Noir, Mystery, Thriller movie titled House of Games.",,,,,
4039,Annie,Children|Musical,"A Children, Musical movie titled Annie.",,,,,
4040,Don't Tell Mom the Babysitter's Dead,Comedy,A Comedy movie titled Don't Tell Mom the Babysitter's Dead.,,,,,
4041,"Officer and a Gentleman, An",Drama|Romance,"A Drama, Romance movie titled Officer and a Gentleman, An.",,,,,
4042,"Alamo, The",Action|Drama|War|Western,"A Action, Drama, War, Western movie titled Alamo, The.",,,,,
4043,At Close Range,Crime|Drama,"A Crime, Drama movie titled At Close Range.",,,,,
4046,Friendly Persuasion,Drama,A Drama movie titled Friendly Persuasion.,,,,,
4047,Gettysburg,Drama|War,"A Drama, War movie titled Gettysburg.",,,,,
4051,Horrors of Spider Island (Ein Toter Hing im Netz),Horror|Sci-Fi,"A Horror, Sci-Fi movie titled Horrors of Spider Island (Ein Toter Hing im Netz).",,,,,
4052,Antitrust,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Antitrust.",,,,,
4053,Double Take,Action|Comedy,"A Action, Comedy movie titled Double Take.",,,,,
4054,Save the Last Dance,Drama|Romance,"A Drama, Romance movie titled Save the Last Dance.",,,,,
4055,Panic,Drama,A Drama movie titled Panic.,,,,,
4056,"Pledge, The",Crime|Drama|Mystery|Thriller,"A Crime, Drama, Mystery, Thriller movie titled Pledge, The.",,,,,
4061,The Man in the Moon,Drama|Romance,"A Drama, Romance movie titled The Man in the Moon.",,,,,
4062,Mystic Pizza,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Mystic Pizza.",,,,,
4063,Prelude to a Kiss,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Prelude to a Kiss.",,,,,
4064,Coffy,Action|Crime|Thriller,"A Action, Crime, Thriller movie titled Coffy.",,,,,
4065,Foxy Brown,Action|Crime|Drama,"A Action, Crime, Drama movie titled Foxy Brown.",,,,,
4066,I'm Gonna Git You Sucka,Action|Comedy,"A Action, Comedy movie titled I'm Gonna Git You Sucka.",,,,,
4067,Untamed Heart,Drama|Romance,"A Drama, Romance movie titled Untamed Heart.",,,,,
4068,Sugar & Spice,Comedy,A Comedy movie titled Sugar & Spice.,,,,,
4069,"Wedding Planner, The",Comedy|Romance,"A Comedy, Romance movie titled Wedding Planner, The.",,,,,
4074,"Legend of Rita, The (Stille nach dem Schuß, Die)",Drama,"A Drama movie titled Legend of Rita, The (Stille nach dem Schuß, Die).",,,,,
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",Drama|Thriller,"A Drama, Thriller movie titled With a Friend Like Harry... (Harry, un ami qui vous veut du bien).",,,,,
4078,Amazing Grace and Chuck,Drama,A Drama movie titled Amazing Grace and Chuck.,,,,,
4079,Amazon Women on the Moon,Comedy|Sci-Fi,"A Comedy, Sci-Fi movie titled Amazon Women on the Moon.",,,,,
4080,Baby Boom,Comedy,A Comedy movie titled Baby Boom.,,,,,
4081,Back to the Beach,Comedy,A Comedy movie titled Back to the Beach.,,,,,
4082,Barfly,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Barfly.",,,,,
4083,Best Seller,Thriller,A Thriller movie titled Best Seller.,,,,,
4084,Beverly Hills Cop II,Action|Comedy|Crime|Thriller,"A Action, Comedy, Crime, Thriller movie titled Beverly Hills Cop II.",,,,,
4085,Beverly Hills Cop,Action|Comedy|Crime|Drama,"A Action, Comedy, Crime, Drama movie titled Beverly Hills Cop.",,,,,
4086,"Big Easy, The",Action|Crime|Mystery|Romance|Thriller,"A Action, Crime, Mystery, Romance, Thriller movie titled Big Easy, The.",,,,,
4089,Born in East L.A.,Comedy,A Comedy movie titled Born in East L.A..,,,,,
4090,"Brave Little Toaster, The",Animation|Children,"A Animation, Children movie titled Brave Little Toaster, The.",,,,,
4091,Can't Buy Me Love,Comedy|Romance,"A Comedy, Romance movie titled Can't Buy Me Love.",,,,,
4092,Cherry 2000,Romance|Sci-Fi,"A Romance, Sci-Fi movie titled Cherry 2000.",,,,,
4093,Cop,Thriller,A Thriller movie titled Cop.,,,,,
4102,Eddie Murphy Raw,Comedy|Documentary,"A Comedy, Documentary movie titled Eddie Murphy Raw.",,,,,
4103,Empire of the Sun,Action|Adventure|Drama|War,"A Action, Adventure, Drama, War movie titled Empire of the Sun.",,,,,
4104,Ernest Goes to Camp,Comedy,A Comedy movie titled Ernest Goes to Camp.,,,,,
4105,"Evil Dead, The",Fantasy|Horror|Thriller,"A Fantasy, Horror, Thriller movie titled Evil Dead, The.",,,,,
4109,Flowers in the Attic,Drama|Thriller,"A Drama, Thriller movie titled Flowers in the Attic.",,,,,
4110,"Fourth Protocol, The",Thriller,"A Thriller movie titled Fourth Protocol, The.",,,,,
4111,Gardens of Stone,Drama|War,"A Drama, War movie titled Gardens of Stone.",,,,,
4113,"Glass Menagerie, The",Drama,"A Drama movie titled Glass Menagerie, The.",,,,,
4115,Hiding Out,Comedy,A Comedy movie titled Hiding Out.,,,,,
4116,Hollywood Shuffle,Comedy,A Comedy movie titled Hollywood Shuffle.,,,,,
4117,Hope and Glory,Drama,A Drama movie titled Hope and Glory.,,,,,
4121,Innerspace,Action|Adventure|Comedy|Sci-Fi,"A Action, Adventure, Comedy, Sci-Fi movie titled Innerspace.",,,,,
4123,Ishtar,Comedy,A Comedy movie titled Ishtar.,,,,,
4124,Jaws: The Revenge,Horror|Thriller,"A Horror, Thriller movie titled Jaws: The Revenge.",,,,,
4125,Leonard Part 6,Comedy|Sci-Fi,"A Comedy, Sci-Fi movie titled Leonard Part 6.",,,,,
4126,Less Than Zero,Drama,A Drama movie titled Less Than Zero.,,,,,
4127,"Like Father, Like Son",Comedy,"A Comedy movie titled Like Father, Like Son.",,,,,
4128,"Lost Boys, The",Comedy|Horror|Thriller,"A Comedy, Horror, Thriller movie titled Lost Boys, The.",,,,,
4129,Made in Heaven,Fantasy|Romance,"A Fantasy, Romance movie titled Made in Heaven.",,,,,
4130,Maid to Order,Comedy|Fantasy,"A Comedy, Fantasy movie titled Maid to Order.",,,,,
4131,Making Mr. Right,Comedy|Romance|Sci-Fi,"A Comedy, Romance, Sci-Fi movie titled Making Mr. Right.",,,,,
4132,Mannequin,Comedy|Romance,"A Comedy, Romance movie titled Mannequin.",,,,,
4133,Masters of the Universe,Action|Adventure|Fantasy|Sci-Fi,"A Action, Adventure, Fantasy, Sci-Fi movie titled Masters of the Universe.",,,,,
4135,"Monster Squad, The",Adventure|Comedy|Horror,"A Adventure, Comedy, Horror movie titled Monster Squad, The.",,,,,
4138,My Demon Lover,Comedy|Horror,"A Comedy, Horror movie titled My Demon Lover.",,,,,
4139,No Man's Land,Crime|Drama,"A Crime, Drama movie titled No Man's Land.",,,,,
4141,Head Over Heels,Comedy|Romance,"A Comedy, Romance movie titled Head Over Heels.",,,,,
4142,Left Behind: The Movie,Action|Adventure|Drama|Thriller,"A Action, Adventure, Drama, Thriller movie titled Left Behind: The Movie.",,,,,
4143,Valentine,Horror|Mystery,"A Horror, Mystery movie titled Valentine.",,,,,
4144,In the Mood For Love (Fa yeung nin wa),Drama|Romance,"A Drama, Romance movie titled In the Mood For Love (Fa yeung nin wa).",,,,,
4146,"Million Dollar Hotel, The",Drama|Mystery|Romance,"A Drama, Mystery, Romance movie titled Million Dollar Hotel, The.",,,,,
4147,Nico and Dani (Krámpack),Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Nico and Dani (Krámpack).",,,,,
4148,Hannibal,Horror|Thriller,"A Horror, Thriller movie titled Hannibal.",,,,,
4149,Saving Silverman (Evil Woman),Comedy|Romance,"A Comedy, Romance movie titled Saving Silverman (Evil Woman).",,,,,
4152,Vatel,Drama,A Drama movie titled Vatel.,,,,,
4153,Down to Earth,Comedy|Fantasy|Romance,"A Comedy, Fantasy, Romance movie titled Down to Earth.",,,,,
4154,Recess: School's Out,Animation|Children,"A Animation, Children movie titled Recess: School's Out.",,,,,
4155,Sweet November,Drama|Romance,"A Drama, Romance movie titled Sweet November.",,,,,
4156,Company Man,Comedy,A Comedy movie titled Company Man.,,,,,
4157,"Price of Milk, The",Comedy|Drama|Fantasy|Romance,"A Comedy, Drama, Fantasy, Romance movie titled Price of Milk, The.",,,,,
4158,Monkeybone,Animation|Comedy|Fantasy,"A Animation, Comedy, Fantasy movie titled Monkeybone.",,,,,
4159,3000 Miles to Graceland,Action|Thriller,"A Action, Thriller movie titled 3000 Miles to Graceland.",,,,,
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",Drama|Romance,"A Drama, Romance movie titled Widow of St. Pierre, The (Veuve de Saint-Pierre, La).",,,,,
4161,"Mexican, The",Action|Comedy,"A Action, Comedy movie titled Mexican, The.",,,,,
4164,"Caveman's Valentine, The",Drama,"A Drama movie titled Caveman's Valentine, The.",,,,,
4166,Series 7: The Contenders,Action|Drama,"A Action, Drama movie titled Series 7: The Contenders.",,,,,
4167,15 Minutes,Thriller,A Thriller movie titled 15 Minutes.,,,,,
4168,Get Over It,Comedy|Romance,"A Comedy, Romance movie titled Get Over It.",,,,,
4171,Long Night's Journey Into Day,Documentary,A Documentary movie titled Long Night's Journey Into Day.,,,,,
4174,Avalon,Drama,A Drama movie titled Avalon.,,,,,
4175,Gray's Anatomy,Comedy|Drama,"A Comedy, Drama movie titled Gray's Anatomy.",,,,,
4178,Of Mice and Men,Drama,A Drama movie titled Of Mice and Men.,,,,,
4180,Reform School Girls,Action|Drama,"A Action, Drama movie titled Reform School Girls.",,,,,
4181,Tapeheads,Comedy,A Comedy movie titled Tapeheads.,,,,,
4184,"Bishop's Wife, The",Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Bishop's Wife, The.",,,,,
4187,Lilies of the Field,Drama,A Drama movie titled Lilies of the Field.,,,,,
4189,"Greatest Story Ever Told, The",Drama,"A Drama movie titled Greatest Story Ever Told, The.",,,,,
4190,Elmer Gantry,Drama,A Drama movie titled Elmer Gantry.,,,,,
4191,Alfie,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Alfie.",,,,,
4193,"Fantasticks, The",Musical,"A Musical movie titled Fantasticks, The.",,,,,
4194,I Know Where I'm Going!,Drama|Romance|War,"A Drama, Romance, War movie titled I Know Where I'm Going!.",,,,,
4195,"Abominable Dr. Phibes, The",Horror|Mystery,"A Horror, Mystery movie titled Abominable Dr. Phibes, The.",,,,,
4197,Real Life,Comedy,A Comedy movie titled Real Life.,,,,,
4198,Battle Beyond the Stars,Sci-Fi,A Sci-Fi movie titled Battle Beyond the Stars.,,,,,
4200,Double Impact,Action,A Action movie titled Double Impact.,,,,,
4202,Fuzz,Drama,A Drama movie titled Fuzz.,,,,,
4203,Harley Davidson and the Marlboro Man,Action|Crime|Drama,"A Action, Crime, Drama movie titled Harley Davidson and the Marlboro Man.",,,,,
4204,Losin' It,Comedy,A Comedy movie titled Losin' It.,,,,,
4205,Mermaids,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Mermaids.",,,,,
4207,Navy Seals,Action|Adventure|War,"A Action, Adventure, War movie titled Navy Seals.",,,,,
4210,Manhunter,Action|Crime|Drama|Horror|Thriller,"A Action, Crime, Drama, Horror, Thriller movie titled Manhunter.",,,,,
4211,Reversal of Fortune,Drama,A Drama movie titled Reversal of Fortune.,,,,,
4212,Death on the Nile,Crime|Mystery,"A Crime, Mystery movie titled Death on the Nile.",,,,,
4214,Revenge of the Nerds,Comedy,A Comedy movie titled Revenge of the Nerds.,,,,,
4215,Revenge of the Nerds II: Nerds in Paradise,Comedy,A Comedy movie titled Revenge of the Nerds II: Nerds in Paradise.,,,,,
4217,4 Little Girls,Documentary,A Documentary movie titled 4 Little Girls.,,,,,
4218,River's Edge,Crime|Drama,"A Crime, Drama movie titled River's Edge.",,,,,
4219,Girls Just Want to Have Fun,Comedy,A Comedy movie titled Girls Just Want to Have Fun.,,,,,
4220,"Longest Yard, The",Comedy,"A Comedy movie titled Longest Yard, The.",,,,,
4221,Necessary Roughness,Comedy,A Comedy movie titled Necessary Roughness.,,,,,
4223,Enemy at the Gates,Drama|War,"A Drama, War movie titled Enemy at the Gates.",,,,,
4224,Exit Wounds,Action|Thriller,"A Action, Thriller movie titled Exit Wounds.",,,,,
4225,"Dish, The",Comedy,"A Comedy movie titled Dish, The.",,,,,
4226,Memento,Mystery|Thriller,"A Mystery, Thriller movie titled Memento.",,,,,
4228,Heartbreakers,Comedy|Crime|Romance,"A Comedy, Crime, Romance movie titled Heartbreakers.",,,,,
4229,Say It Isn't So,Comedy|Romance,"A Comedy, Romance movie titled Say It Isn't So.",,,,,
4231,Someone Like You,Comedy|Romance,"A Comedy, Romance movie titled Someone Like You.",,,,,
4232,Spy Kids,Action|Adventure|Children|Comedy,"A Action, Adventure, Children, Comedy movie titled Spy Kids.",,,,,
4233,Tomcats,Comedy,A Comedy movie titled Tomcats.,,,,,
4234,"Tailor of Panama, The",Drama|Thriller,"A Drama, Thriller movie titled Tailor of Panama, The.",,,,,
4235,Amores Perros (Love's a Bitch),Drama|Thriller,"A Drama, Thriller movie titled Amores Perros (Love's a Bitch).",,,,,
4236,Keep the River on Your Right: A Modern Cannibal Tale,Documentary,A Documentary movie titled Keep the River on Your Right: A Modern Cannibal Tale.,,,,,
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)",Documentary,"A Documentary movie titled Gleaners & I, The (Les glaneurs et la glaneuse).",,,,,
4238,Along Came a Spider,Action|Crime|Mystery|Thriller,"A Action, Crime, Mystery, Thriller movie titled Along Came a Spider.",,,,,
4239,Blow,Crime|Drama,"A Crime, Drama movie titled Blow.",,,,,
4240,Just Visiting,Comedy|Fantasy,"A Comedy, Fantasy movie titled Just Visiting.",,,,,
4241,Pokémon 3: The Movie,Animation|Children,"A Animation, Children movie titled Pokémon 3: The Movie.",,,,,
4242,Beautiful Creatures,Comedy|Crime|Drama|Thriller,"A Comedy, Crime, Drama, Thriller movie titled Beautiful Creatures.",,,,,
4243,Brigham City,Crime|Drama|Mystery,"A Crime, Drama, Mystery movie titled Brigham City.",,,,,
4246,Bridget Jones's Diary,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Bridget Jones's Diary.",,,,,
4247,Joe Dirt,Adventure|Comedy|Mystery|Romance,"A Adventure, Comedy, Mystery, Romance movie titled Joe Dirt.",,,,,
4248,Josie and the Pussycats,Comedy,A Comedy movie titled Josie and the Pussycats.,,,,,
4251,Chopper,Drama|Thriller,"A Drama, Thriller movie titled Chopper.",,,,,
4252,"Circle, The (Dayereh)",Drama,"A Drama movie titled Circle, The (Dayereh).",,,,,
4254,Crocodile Dundee in Los Angeles,Comedy|Drama,"A Comedy, Drama movie titled Crocodile Dundee in Los Angeles.",,,,,
4255,Freddy Got Fingered,Comedy,A Comedy movie titled Freddy Got Fingered.,,,,,
4256,"Center of the World, The",Drama,"A Drama movie titled Center of the World, The.",,,,,
4259,"Luzhin Defence, The",Drama|Romance,"A Drama, Romance movie titled Luzhin Defence, The.",,,,,
4260,"Visit, The",Drama,"A Drama movie titled Visit, The.",,,,,
4262,Scarface,Action|Crime|Drama,"A Action, Crime, Drama movie titled Scarface.",,,,,
4263,Days of Wine and Roses,Drama,A Drama movie titled Days of Wine and Roses.,,,,,
4265,Driven,Action|Thriller,"A Action, Thriller movie titled Driven.",,,,,
4267,One Night at McCool's,Comedy,A Comedy movie titled One Night at McCool's.,,,,,
4268,Town & Country,Comedy,A Comedy movie titled Town & Country.,,,,,
4270,"Mummy Returns, The",Action|Adventure|Comedy|Thriller,"A Action, Adventure, Comedy, Thriller movie titled Mummy Returns, The.",,,,,
4273,Under the Sand,Drama,A Drama movie titled Under the Sand.,,,,,
4275,Krull,Action|Adventure|Fantasy|Sci-Fi,"A Action, Adventure, Fantasy, Sci-Fi movie titled Krull.",,,,,
4276,Lost in America,Comedy,A Comedy movie titled Lost in America.,,,,,
4278,Triumph of the Will (Triumph des Willens),Documentary,A Documentary movie titled Triumph of the Will (Triumph des Willens).,,,,,
4280,"World According to Garp, The",Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled World According to Garp, The.",,,,,
4282,Fellini Satyricon,Drama|Fantasy,"A Drama, Fantasy movie titled Fellini Satyricon.",,,,,
4284,Frankie and Johnny,Comedy,A Comedy movie titled Frankie and Johnny.,,,,,
4285,Frankie and Johnny,Comedy|Romance,"A Comedy, Romance movie titled Frankie and Johnny.",,,,,
4289,"City of Women, The (Città delle donne, La)",Comedy|Drama,"A Comedy, Drama movie titled City of Women, The (Città delle donne, La).",,,,,
4290,For the Boys,Comedy|Drama|Musical,"A Comedy, Drama, Musical movie titled For the Boys.",,,,,
4291,Nine to Five (a.k.a. 9 to 5),Comedy|Crime,"A Comedy, Crime movie titled Nine to Five (a.k.a. 9 to 5).",,,,,
4292,Norma Rae,Drama,A Drama movie titled Norma Rae.,,,,,
4293,Summer Rental,Comedy,A Comedy movie titled Summer Rental.,,,,,
4294,"5,000 Fingers of Dr. T, The",Children|Fantasy|Musical,"A Children, Fantasy, Musical movie titled 5,000 Fingers of Dr. T, The.",,,,,
4296,Love Story,Drama|Romance,"A Drama, Romance movie titled Love Story.",,,,,
4297,Pelle the Conqueror (Pelle erobreren),Drama,A Drama movie titled Pelle the Conqueror (Pelle erobreren).,,,,,
4298,Rififi (Du rififi chez les hommes),Crime|Film-Noir|Thriller,"A Crime, Film-Noir, Thriller movie titled Rififi (Du rififi chez les hommes).",,,,,
4299,"Knight's Tale, A",Action|Comedy|Romance,"A Action, Comedy, Romance movie titled Knight's Tale, A.",,,,,
4300,Bread and Roses,Drama,A Drama movie titled Bread and Roses.,,,,,
4304,Startup.com,Documentary,A Documentary movie titled Startup.com.,,,,,
4305,Angel Eyes,Romance|Thriller,"A Romance, Thriller movie titled Angel Eyes.",,,,,
4306,Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,"A Adventure, Animation, Children, Comedy, Fantasy, Romance movie titled Shrek.",,,,,
4307,"Fast Food, Fast Women",Comedy|Romance,"A Comedy, Romance movie titled Fast Food, Fast Women.",,,,,
